RMSE,SPECTRAL_CENTROID,SPECTRAL_BANDWIDTH,ROLLOFF,ZERO_CROSSING_RATE,MFCC_FEATURE_0,MFCC_FEATURE_1,MFCC_FEATURE_2,MFCC_FEATURE_3,MFCC_FEATURE_4,MFCC_FEATURE_5,MFCC_FEATURE_6,MFCC_FEATURE_7,MFCC_FEATURE_8,MFCC_FEATURE_9,MFCC_FEATURE_10,MFCC_FEATURE_11,MFCC_FEATURE_12,MFCC_FEATURE_13,MFCC_FEATURE_14,MFCC_FEATURE_15,MFCC_FEATURE_16,MFCC_FEATURE_17,MFCC_FEATURE_18,MFCC_FEATURE_19,LABEL
0.11660145,1338.55725871779,1812.4255069553385,2661.6695462740386,0.0633150540865384,-148.90883,149.9573,-9.591104,18.08212,16.374744,7.854673,-4.3259773,8.727392,-3.5408964,-1.024708,2.3713195,5.1414967,-1.5281383,1.7520033,-4.3344703,1.4239317,-4.289407,1.7441437,-6.082428,-1.0677512,electric_guitar
0.08098922,2037.2301381521083,2539.58691113443,4813.002178485577,0.0736290564903846,-184.85556,97.05072,22.093172,18.781696,-5.401816,5.923044,-2.428855,5.1684995,-7.2977147,8.762532,-2.0206847,3.5130723,1.7808552,7.234493,-4.628902,-0.3925232,-5.564535,0.2712948,-6.710717,-0.52775824,piano
0.13020745,2517.582109872257,2481.432361792308,5288.803147536058,0.1246957632211538,-78.89226,80.72151,-13.781037,20.547089,2.1847115,10.915715,-8.050401,6.3292603,-9.018346,-0.9804182,-3.8145938,1.9715302,0.52271825,5.223906,1.80195,4.0673428,-3.3492577,-7.5453997,-15.1172905,1.4489908,electric_guitar
0.14357044,2387.5070900883948,2217.132132926148,4733.163686899038,0.1344501201923077,-67.74555,90.91535,-17.279015,55.626472,-8.734288,9.795919,8.072663,6.34018,-6.812565,-3.9230275,-9.028511,10.9826975,1.7810742,5.9989758,-1.6827416,-0.98548996,-7.4972687,-3.7028813,0.18706101,-0.83112746,electric_guitar
0.22107849,2471.926861165716,2409.206308653397,4817.722919170673,0.1199631911057692,-5.269662,78.43308,-16.459093,45.483807,7.851876,7.5713754,6.0259633,3.7461407,-4.642288,4.116189,-3.6479874,5.880724,-8.766266,-5.54603,-5.3054047,-2.4410124,-4.25534,0.67446584,1.3415984,2.2920215,electric_guitar
0.30918813,2509.1194282560923,2172.322281923985,4749.313589242788,0.1586125300480769,26.577942,78.53098,-36.35071,47.937927,-2.963688,18.19866,9.604141,10.01185,8.276066,4.042578,4.8829947,2.9004624,-0.6178528,2.6427782,-2.452396,11.206714,-3.5340695,-0.888522,-5.0121064,5.477328,electric_guitar
0.16248599,1511.429578784218,1966.7462982903307,3148.4027569110576,0.0659329927884615,-127.98222,127.53728,-0.92562723,25.704966,6.243483,15.64169,0.68945223,4.3319707,-9.271347,-6.4778028,-7.0049276,2.170177,1.5986123,1.8687842,-9.786497,-0.6291591,-5.516179,-4.7575817,-5.92956,7.19661,electric_guitar
0.03294436,1225.0071004545348,1440.8329330419808,2401.366248497596,0.0597543569711538,-290.05438,168.3897,-31.541082,33.280895,-14.106518,-3.1232767,-4.346545,5.8014393,1.2826092,9.460685,-4.0859337,7.0723186,-6.620681,2.707228,-6.825999,-7.651259,-1.2801057,-0.8587401,0.09503189,-6.1822934,piano
0.14601237,1663.2221418548536,2028.4102242983329,3283.730656550481,0.0942345252403846,-128.8387,115.55365,1.8962303,35.63065,15.1834955,18.775871,-18.783873,-2.6275284,9.156231,11.627055,-3.6915784,2.6989007,-1.1486925,6.666012,-0.9860713,-8.137438,-3.2081163,-5.508015,-9.999054,-2.346692,electric_guitar
0.03349277,1062.2195919985256,1156.4959150410418,1975.919846754808,0.0619591346153846,-335.4024,193.45149,-38.276936,14.306854,3.1206632,-19.040907,-7.107928,-4.8391733,-4.204262,-2.2598097,1.7216636,-1.9851849,-2.7983348,-0.08434453,-3.6503272,-5.847413,-4.401669,-4.674395,-1.5412787,-0.2506668,piano
0.019049168,755.1128394810087,1005.2354417630578,1138.361065204327,0.049395282451923,-415.64838,201.8418,-8.255524,22.099749,-4.9756165,1.8483142,3.4042625,-0.73262006,4.1513934,0.9030758,-4.60938,-5.7996325,-10.232205,-9.551285,-4.951487,-3.7621722,-4.6380024,-0.561304,-0.09908688,4.5365553,piano
0.039752293,1093.5874712155278,1078.7455003360578,1744.7691932091343,0.069170673076923,-321.66043,180.46086,-46.545288,9.381736,-17.19458,-4.5758624,-11.301905,-14.53317,-17.544954,-7.435428,5.8260756,-4.023553,-18.429657,-14.875641,-2.0457273,0.7730671,4.419265,10.83176,1.2062275,-3.533753,piano
0.08050242,1623.7803719513838,1951.502312674044,3456.0791015625,0.0727426382211538,-167.49573,131.50285,-19.565952,28.789984,5.4760394,16.064423,1.8925287,10.775594,2.6686618,1.3623611,-3.3747103,1.1784726,-8.193179,0.5693975,-9.359676,-1.5039579,-12.941861,-1.226554,1.403057,0.083589345,electric_guitar
0.06450741,1954.147436530632,2608.4813486851795,4615.5592698317305,0.0539175180288461,-246.6635,98.95728,53.825424,31.746326,-0.99689883,3.6594982,-8.735763,7.6920085,-4.305669,2.6029434,-1.8076742,-3.5311158,-3.3436005,-3.3041503,-0.87023807,-6.480529,-9.788058,6.0914335,6.035237,5.334098,electric_guitar
0.028940981,1297.970249139379,1434.9489904999143,1880.345552884616,0.0837627704326923,-321.5847,167.93614,-30.364904,-20.617838,-5.258563,5.8417234,-8.990749,13.866207,0.09083528,-4.5226536,-19.54772,-2.6071773,5.8910327,0.03762351,-5.3920083,3.5758784,7.2934966,14.075787,2.7595465,4.472802,piano
0.048441887,903.148903319362,1145.6692215748292,1583.3529897836538,0.0496657151442307,-332.0081,187.00833,-16.767887,7.0031757,7.79398,-0.52370334,-7.3076706,-1.4405289,-13.047142,-10.35915,-13.597344,-11.6706915,-13.857901,-7.651993,-4.2515574,0.9364693,5.4517455,7.0359693,-9.662071,-11.087816,electric_guitar
0.14039792,2819.8386460286474,2732.419018427184,5935.958721454327,0.1371769831730769,-40.195236,70.67093,1.2000303,31.775068,-1.2439116,2.926994,-2.7907221,-5.3825336,-4.748752,1.9149233,-7.181109,-1.806995,-6.5153236,2.3425455,-2.9582064,-0.5818245,-7.349535,4.9170403,-1.4530675,-10.475617,electric_guitar
0.2029041,2097.795906069556,1988.3382931211631,4404.119779146635,0.094580078125,-22.972979,112.18312,-40.756207,46.2605,-25.024824,11.739254,-10.295542,2.4154193,-1.6809981,-10.631881,-5.3397875,-4.0731454,-7.0401573,-3.5588655,-12.88279,-0.25993365,-15.56765,4.136488,-8.125036,0.043718543,electric_guitar
0.29366145,2273.106208236225,2197.0147361712147,4728.525766225962,0.1267240084134615,19.607082,96.98402,-20.767933,33.825275,-29.674154,19.003342,-1.9586446,-2.3715272,-5.9501934,-0.7804009,-7.51197,1.3108964,-10.069753,-1.0192178,-9.4151535,-1.0388513,-12.071196,1.7266275,-3.130342,-3.7389884,electric_guitar
0.14812481,1725.6237654109486,1931.797281195992,3652.445350060096,0.0653545673076923,-109.01372,125.65164,-28.08989,45.63482,9.837615,13.053657,-1.4642895,5.189963,-4.3853364,-3.094323,-1.4391826,0.91780335,-4.1817513,-1.0940714,-3.9430363,8.512967,2.229634,-4.8180385,-6.955801,-5.5958805,electric_guitar
0.09974999,790.9996320383793,1051.287799779872,1330.5034930889424,0.0408916766826923,-257.6689,197.80968,-16.036997,12.048815,12.920817,-7.667235,-1.257189,-2.5975742,-4.811927,-6.69859,-4.1487045,-5.9376984,-8.904986,-1.5527511,-0.18145552,-0.42016917,1.2020489,-3.6849754,-4.174939,-3.4281178,piano
0.058548715,592.059286478259,769.2362651266807,776.1063326322115,0.0441932091346153,-368.4467,204.25487,30.762854,4.815601,15.541771,-4.962852,-11.9164505,-1.5722437,0.19633847,-0.35031074,5.9343886,10.805784,6.3331466,-0.5303261,-4.1166334,-3.0064566,-3.0780542,-5.344868,-3.4042897,0.5263111,piano
0.09427004,1408.830519131382,1846.4402534020087,3160.660118689904,0.0554387019230769,-166.30156,136.02765,-9.238845,43.663742,-3.5825734,26.314337,2.8803353,6.28613,-1.5723128,5.511096,-0.05662167,6.157788,-2.7577062,-2.6112282,-4.2008133,1.768919,-1.9805596,-1.5139271,-2.3200853,-0.98219395,electric_guitar
0.08862507,2513.494501845264,1799.5517437490962,4369.749474158654,0.1845890925480769,-77.651184,91.46892,-71.07912,45.78986,-26.36285,3.8629897,-11.777787,-4.4805446,-7.138926,-2.0812209,-11.993622,5.238902,-13.98728,-6.799829,-7.4377046,-4.7305956,-1.3534353,1.8099087,-5.621713,5.514971,electric_guitar
0.055978592,2106.764104574308,2149.039423842034,4317.158766526442,0.1161583533653846,-177.02518,99.59815,-20.472595,48.545845,-5.0757613,3.8887336,3.0567434,-3.5014775,5.815114,-7.3815765,7.241072,-2.528333,-0.1581654,-0.0012065594,-5.0856485,3.3667874,-10.317169,-0.6537018,-9.070321,2.962052,electric_guitar
0.043169893,862.8329092725462,1235.020134168338,1534.3235426682693,0.0426607572115384,-331.86496,182.7704,-7.5181427,23.364735,10.579234,0.8606701,-14.047001,1.3347504,-2.8602612,7.774079,-1.6907866,4.006856,-1.9048836,8.289852,-0.11826108,5.514353,4.1246166,2.164281,0.24307227,-4.3587112,electric_guitar
0.072621375,1022.9125892224472,1133.1676964520057,1702.0340670072114,0.0622258112980769,-235.0821,185.28552,-38.221752,20.77357,-18.481142,-1.5576688,-21.5658,-7.934977,-13.85294,-3.0942845,2.068397,-1.1412992,-10.049226,-10.885146,-11.156389,-10.103327,-6.4865227,-10.9338665,-4.30054,-2.5141654,piano
0.10583701,2172.908573662333,2551.1764048277987,4480.811110276442,0.097051532451923,-184.53558,71.250496,-7.8939133,55.26679,34.512085,3.9824266,20.581675,8.359921,29.015656,17.147495,17.541939,-8.510922,-5.327962,5.8550754,-0.4289661,4.934045,4.250722,-3.6806326,8.852421,0.13786304,electric_guitar
0.12560667,2173.0833007093297,3000.112208975169,6189.8020582932695,0.0493502103365384,-192.87794,84.4612,54.434464,14.792053,27.976343,25.346004,-10.530452,5.581065,-11.773458,-0.16285148,-7.3122306,4.1490483,-7.1783977,0.24137908,-2.2250657,-0.25765347,1.5679985,8.915942,-0.05426612,-1.5167167,electric_guitar
0.14021018,2094.764086249524,2342.2680088291822,4311.03008563702,0.0939378004807692,-79.397675,97.73858,-1.7536187,46.62549,-4.7097445,-10.201746,9.4557,8.89553,10.766714,7.2277646,-1.7902834,8.491761,-18.711403,-0.54728466,3.065304,2.749922,-0.8832419,14.709298,4.944725,-2.2789702,electric_guitar
0.20479758,2282.647297146139,2786.8692073071097,5724.022310697115,0.0793719951923077,-51.556393,95.88188,17.924484,16.34099,7.7570314,2.9252021,-1.2542026,3.0904438,-7.0340476,8.765939,2.6094134,8.107352,-2.6912522,4.565485,-8.228919,0.053011145,-5.336235,-1.0822315,-8.387716,4.765088,piano
0.046469036,1067.392108469432,1256.343643287419,2051.8657977764424,0.0584923377403846,-268.82938,174.32425,-36.8702,34.254566,-8.58371,-0.4812568,-16.101217,2.0512612,-1.1543618,-8.267671,-3.9361606,-1.1130372,-8.739149,-5.3552046,-6.135088,-4.830787,-5.1431174,0.8193107,4.0829782,-9.207463,piano
0.30501062,2757.737088893864,2522.3739222234,5610.972994290865,0.1549241286057692,60.20508,77.27511,-13.922724,27.159449,-3.152742,13.64737,-9.172811,3.060265,2.6921299,8.434522,-1.6791703,7.8206797,-5.5919185,-1.33724,-1.8124256,2.2243195,-4.7337046,-1.7659142,-0.14598599,2.1822464,electric_guitar
0.0924299,2131.7433035413183,2060.8543959336475,4334.799429086538,0.11015625,-123.52466,101.265175,-25.968937,48.052578,-19.933008,14.102333,-2.4438043,1.3826385,-1.5304371,-3.3943899,-11.918316,4.2276416,-1.1003616,7.0529084,-4.3079176,-4.2738833,-12.61318,-6.7203774,-13.143045,5.1158333,electric_guitar
0.14683054,1655.2585691497384,1696.577267674636,3143.5991962139424,0.0944749098557692,-97.829475,127.55977,-38.21741,36.99674,-6.4651384,-1.9281255,-2.6619554,5.3582425,-2.1829445,-6.1447706,-7.2361526,0.41049564,-5.1921883,5.0635996,10.384876,9.481633,-1.6881043,2.3536906,-10.52835,-2.1703854,electric_guitar
0.1373027,1037.1811919853374,1560.319815617762,2068.26416015625,0.0410419170673076,-224.31892,139.7814,-7.1865535,41.415012,6.06748,34.17072,15.301698,0.77410996,-4.3213983,1.8357474,4.009562,4.5047016,-2.5244823,-5.031845,-2.5093741,-1.3091751,-5.9355392,-7.170815,-10.338257,-3.7697313,piano
0.04254827,902.3680300817113,873.7033008456165,1405.786884014423,0.05966796875,-363.10284,181.81526,-36.68928,0.16151874,-9.903852,-18.624914,-17.473122,-15.674683,-9.448323,-3.2270465,0.9059852,-5.4538016,-12.57478,-10.906394,-9.375529,-11.8902235,-9.902777,-7.733949,1.0475645,12.379099,piano
0.04490953,1972.010618114872,2274.9562021482,4002.5255408653848,0.0941368689903846,-200.91434,105.32281,-5.3281417,27.689894,4.3367767,6.762736,7.3471613,6.46499,-9.737884,2.218984,-2.092992,-2.532688,-7.021075,-5.256091,-9.62673,-0.64794534,-0.29452232,0.46341315,-5.8156643,0.18197092,piano
0.15542951,3208.791590201404,2688.738384811852,6188.476938100962,0.1765963040865384,-25.614006,52.769054,-3.2378194,42.651943,-9.43421,-15.672584,-7.3414288,5.9077826,-2.2271006,-8.447742,-3.8901877,-5.5830464,-6.992399,-3.379271,-5.350556,-0.83892727,0.11833613,-2.9618433,-1.2865608,-1.8626181,electric_guitar
0.04582812,997.2844609399508,1169.473610482231,1741.6220327524038,0.057110126201923,-276.08792,192.48593,-36.9201,26.562807,-13.04707,4.162481,-7.670761,-1.4981202,-6.928539,-1.7307538,-3.4523916,-6.1109023,-9.80033,-9.971635,-7.2233734,-5.940912,-6.422245,-4.028749,-2.944238,-0.3564489,piano
0.2160943,1799.7052148324412,2213.275681068309,3793.405010516827,0.0798377403846153,-84.038925,108.1656,6.125541,36.30526,12.685562,0.34852448,-13.093353,-8.824703,-6.7072754,1.4330386,-0.081036374,5.072246,-6.2470284,-1.37702,6.65135,11.360608,-4.4427047,3.4165852,6.918335,0.6746562,electric_guitar
0.23196995,2416.686663147634,2610.036102657745,5261.803823617788,0.0756460336538461,-54.087875,65.20354,12.92811,72.30165,16.175339,12.047089,7.736918,12.967265,11.6540575,2.1173322,0.99455565,4.2854333,-1.9371418,3.829875,-4.7177086,3.2281852,-6.7654138,2.4128232,1.0959177,1.5008185,electric_guitar
0.18733591,2013.4863451683875,2075.034204049043,3689.300255408654,0.1230656550480769,-87.28076,102.68994,-21.857706,35.878025,26.13317,-6.4226108,-5.080439,20.137758,3.3212094,-0.35132775,-4.471233,1.178003,-8.030042,-2.0031943,3.6939669,1.7700278,-2.8261259,3.1605787,-1.7634697,6.69255,electric_guitar
0.16248599,1511.429578784218,1966.7462982903307,3148.4027569110576,0.0659329927884615,-127.98222,127.53728,-0.92562723,25.704966,6.243483,15.64169,0.68945223,4.3319707,-9.271347,-6.4778028,-7.0049276,2.170177,1.5986123,1.8687842,-9.786497,-0.6291591,-5.516179,-4.7575817,-5.92956,7.19661,electric_guitar
0.30939224,2778.544425605417,2523.047582346486,5643.521259014423,0.1555814302884615,56.413036,73.98104,-13.8434515,29.67479,-0.50994605,15.824012,-7.810895,5.146533,3.722402,8.007328,-2.9164495,5.4586325,-10.776535,-4.9886928,-4.0206733,2.5898697,-3.1594305,3.1529624,4.160112,4.5793815,electric_guitar
0.039920367,1151.2758344541242,1129.3107471153926,1935.8349609375,0.07548828125,-300.52078,175.58177,-52.351276,14.701984,-8.69792,-2.5161438,-9.260399,-13.197843,-6.8850603,-4.9534264,-6.5293593,-7.1945796,0.553833,0.52824694,-8.427357,-5.709154,-6.8900466,-6.3842754,-6.2886195,1.8678521,piano
0.052780464,780.6174810074634,837.5766387335327,1377.379619891827,0.047637469951923,-305.34326,223.79984,-39.158848,20.637728,7.2939253,-6.2418036,-2.4190445,-7.96064,-5.2669415,-8.270763,-10.016446,-4.074738,-2.6187184,-5.2673764,-3.6316416,0.05487906,0.95235825,-7.5474186,-2.761584,1.8430821,piano
0.022901377,773.224174548641,1050.4497532102896,1157.6581280048076,0.0465181790865384,-429.7542,173.89507,24.39169,0.01508836,-6.444891,1.1080174,-6.897816,-19.080736,-9.561291,3.3889916,5.540654,1.1113724,2.2785475,-5.6198072,-10.297913,-1.861416,0.0999669,5.7837505,8.620124,3.0222836,piano
0.14163998,2654.6109135291013,2975.216904634437,6311.878756009615,0.07421875,-93.6935,71.035576,25.888018,35.687183,11.374316,15.126742,12.959438,7.055324,-0.18500006,5.2935233,-3.4787078,1.0969249,-0.2066519,4.683835,1.3601202,3.3673353,0.054804757,0.4998483,-1.5435755,-1.6346936,electric_guitar
0.08417538,2208.1349645744244,2739.9669882439607,5600.206392728365,0.0673828125,-216.02768,79.429924,38.891624,37.00113,7.516934,26.121332,-1.3894801,14.259226,-13.556552,12.135905,-11.655822,-0.8736876,0.13450596,-0.4965733,-0.7102553,-0.98041314,-0.59450334,5.3366756,-0.06494563,-2.131692,electric_guitar
0.19197994,1611.1908334370953,1799.413738482492,2943.423227163461,0.1045109675480769,-107.33556,130.07008,-21.983948,16.908316,15.849998,14.82848,-7.9329505,-0.98082125,-5.3603435,-1.8328267,-1.4547908,8.9536915,0.75363016,-3.0294316,-16.32275,-7.7916093,-1.5956286,8.3965,-0.7778012,-0.7471135,electric_guitar
0.09098018,2860.858660812315,2791.2636327905857,6290.179912860577,0.12998046875,-86.83138,74.4313,3.6385646,19.866043,-4.0864515,1.1135303,-11.8122225,-3.005272,-4.139637,3.9620094,-1.6517816,4.624533,-2.20797,1.5378814,-4.363414,-3.0205007,-10.363497,-6.986429,-12.558025,-3.5906284,electric_guitar
0.09518153,1629.3276998714916,1899.952507268929,3130.596454326923,0.0729529747596153,-168.1016,135.30469,-9.260414,23.657583,-0.32297128,-4.7683716,-8.5548525,-3.9229112,-2.1645272,-4.365963,-3.3663495,0.8651989,-5.628999,1.7812335,-1.0213718,-0.83480924,-10.38263,-0.13800284,0.84138817,0.1439452,electric_guitar
0.06548562,1572.2195007594844,2193.252043198239,3329.6129432091348,0.048662860576923,-221.87733,116.621475,13.252752,34.55317,30.075386,21.242746,-6.442999,-3.6739533,-7.2469435,2.6320229,2.7152452,-0.033539172,-4.275572,3.5544128,0.24939613,-1.3041852,-4.423764,-4.1835074,-8.466409,-0.32082444,piano
0.16158405,2734.193967620553,2411.905153742257,5181.219951923077,0.1544471153846154,-23.575645,69.03613,-24.104582,39.7411,2.9252086,3.7701745,-1.4272251,5.8129764,3.6686037,9.17054,0.052398447,6.0118823,-2.9299016,5.356128,-4.1221695,-1.7405169,-8.17095,-6.3063083,-11.937349,-3.53582,electric_guitar
0.22085942,660.8528815905277,1023.5729566168357,1416.2222055288462,0.0193810096153846,-232.2789,177.45117,-13.3188715,51.109356,23.051296,0.31806195,2.73313,3.387782,2.1195548,-1.2097043,3.3737276,-0.8795788,-9.046573,-0.72217643,3.49902,-4.9731116,-0.1546934,6.116624,0.2958709,1.3505975,electric_guitar
0.13117723,2188.5533781230174,2920.923918826086,5944.903282752404,0.05556640625,-164.66515,91.66133,44.217865,3.1142914,30.463318,42.178448,-10.497281,0.07526139,-14.385281,5.14746,-14.274691,-0.116507955,-1.6500038,2.683714,-7.3909492,-5.7228847,-2.7721913,4.50665,2.0209162,3.1772826,piano
0.1741935,1280.426464280564,2109.9193099527897,2572.803673377404,0.0357196514423076,-182.60828,127.2834,27.7947,23.225683,21.155806,7.1719737,11.073456,-4.5614653,-5.3658175,0.68569136,-2.0912426,1.3219166,5.7893,4.6253386,-10.2285385,-9.070867,-16.431114,-6.2027693,-6.693892,-11.377298,electric_guitar
0.037743807,1006.8868004883716,1429.4976816287058,1742.8643329326924,0.0479755108173076,-308.00613,175.6531,-8.828827,23.876394,-5.161068,6.4595327,-14.405533,11.367335,-8.099984,11.839051,-9.411888,9.784925,-9.167097,2.142874,-8.93277,-7.485596,-3.8955586,-4.7966895,5.682483,0.44154957,piano
0.28335062,2466.3017671541857,2503.7043503244786,5019.3068284254805,0.15107421875,26.804031,86.94336,-9.305274,28.390451,7.25848,3.2130594,5.080185,4.9967127,-4.8468714,3.1038094,4.859018,2.5690842,-6.2059455,1.5257751,-6.0433855,-1.24814,-4.352415,1.0273873,-9.977682,0.28435013,electric_guitar
0.14360423,886.1812868177286,1618.9141353755508,1341.9326547475962,0.0303973858173076,-215.70145,158.63606,37.88315,15.386676,6.5784497,11.867017,-0.8005021,2.7557309,-1.9952916,0.34088525,-9.880358,-4.403581,-6.716117,-3.0834603,-4.302756,2.4216645,-8.573759,0.38041246,-0.4629008,-0.32198638,electric_guitar
0.11522366,872.7040771014189,1050.9229260496509,1493.658916766827,0.0472543569711538,-177.93275,211.1082,-34.44382,23.378407,-10.145454,4.192389,-3.8301382,-7.7575827,-12.17321,-9.308061,-4.403508,-7.581408,-9.015712,1.9192413,-6.345526,-0.977141,-2.360124,-4.9515977,-5.9535046,-3.731331,piano
0.05928794,1138.6174373200015,1708.1444468414284,2105.367525540865,0.0407977764423076,-271.8537,141.88852,-2.652952,24.784163,18.050468,13.146935,-3.7213337,0.35446137,-5.9994516,6.075302,6.5519347,8.406479,2.192086,4.8010287,-0.49592075,-3.4092436,-9.240126,-9.065464,-6.271574,1.2348076,electric_guitar
0.10095466,2330.5522427643746,2455.185985606171,5006.883826622596,0.1044358473557692,-97.27281,89.98949,-9.773218,19.999561,-12.3209715,11.336657,9.256395,22.161886,12.973434,8.993174,-6.020521,-4.918885,-3.049903,5.2240963,-5.342821,2.1344929,-2.2117248,-2.613974,-8.846462,0.21778283,electric_guitar
0.071365416,1752.5926513220977,1601.3940302879355,3086.370567908654,0.1040114182692307,-193.38368,128.3228,-56.609615,39.358135,2.2373812,5.11528,1.1760277,2.0711446,-9.258605,-0.226219,-3.7778738,-4.7128315,-8.157594,4.669327,0.031045247,-9.411291,-11.55883,4.2323036,-11.2515,-8.843248,electric_guitar
0.12949204,1574.3569793066238,2340.7242455059377,3447.2173602764424,0.0499060997596153,-157.27563,121.18691,33.120945,18.520346,2.7631667,6.823339,-10.328257,-5.1130624,-4.382683,6.5382195,-3.1779416,5.693023,-9.317541,-1.6993185,-2.9890118,0.038261414,2.0122812,4.8069115,-2.6506667,6.127632,piano
0.14061788,2189.5542902176253,2544.184597306778,4958.351299579327,0.0831730769230769,-97.17206,88.17545,14.145848,36.35824,2.1194072,13.152021,1.2354364,5.805871,-6.084371,1.8078592,-4.578,3.3431818,-3.7163534,-2.900983,-11.792081,-2.4721901,-4.304758,2.0774143,0.14615373,-0.2592261,electric_guitar
0.047331143,791.1687427364463,839.3663964452121,1329.5924729567307,0.0527869591346153,-327.71506,211.41847,-29.320194,18.52431,0.68787163,-10.92107,-18.35195,-15.080413,-9.435772,-7.619104,1.9723858,-1.9051201,-2.5506809,-1.8392799,-7.6423736,-3.5928366,-1.5007595,-0.019825393,0.3643159,1.9864666,piano
0.05669571,847.7370725878046,979.437266744234,1438.6664287860576,0.0555926983173076,-309.7538,212.27927,-29.951584,5.6129103,18.377878,-5.7027674,-7.8060007,4.838008,-3.3072667,1.0889348,-7.9199433,3.2236376,-3.4730966,1.793711,-4.333107,-0.34056902,1.6650723,1.5473211,2.2458231,-9.645713,piano
0.011359058,607.3482896205803,964.0629223466148,905.3883713942308,0.034405048076923,-503.8527,206.1676,18.975222,18.960953,9.741674,0.7467427,3.9620023,-2.9105897,-8.29422,-7.184884,-7.6162486,-2.8812726,1.8260399,2.6558373,6.1037626,7.138209,-2.8855326,-12.890056,-11.498768,-3.0488348,piano
0.056609396,1523.218931560083,2099.2487267617366,3367.461688701923,0.0489783653846153,-232.21553,122.25638,12.472356,34.3984,6.9658628,14.882948,-10.694077,3.3682663,-8.876771,-0.04323895,-3.744514,2.861446,3.6302347,2.7139919,0.55717856,1.7782614,-3.7634563,-2.2303615,-1.7369156,5.543971,piano
0.08988903,1322.3487542264406,2005.7895921755853,2874.351337139423,0.0356520432692307,-224.21764,137.00728,12.443449,18.04352,9.448339,13.181683,5.364662,6.1624484,-7.3583226,-3.24699,-8.760742,-5.3112755,-1.4623032,5.3196325,0.42763415,-1.1960025,-5.564779,-5.8161955,-12.186813,-10.443751,piano
0.040432915,1011.405901186532,1368.9881691135429,1551.2188251201924,0.051397235576923,-329.58737,169.1792,-2.0708458,4.8066745,-6.3465595,-8.428992,-27.881742,-0.49537718,-5.482834,4.3486967,-4.7469587,4.648091,-8.055213,0.7930277,-0.0055358447,1.1342213,-3.2423635,-8.413044,5.311457,-0.9759141,piano
0.13855368,2343.079974212856,2308.6841246596805,4440.974684495192,0.1281625600961538,-58.214844,86.32694,-19.46894,37.909885,5.442325,1.7324601,2.2990754,1.7025522,-9.3940115,4.6227603,-8.029378,2.7317429,-8.952727,-3.4465342,5.6515,7.1579046,-2.7105496,5.822017,-7.5775547,7.0803986,electric_guitar
0.019683544,697.2432021253718,818.4455800564841,1152.4404672475962,0.0437913161057692,-445.07855,225.68657,-19.016136,2.8847575,11.97383,-5.052984,-14.370809,-13.730508,-10.548284,-19.718525,-12.158979,-6.0121794,-7.432061,-1.0156653,-1.916454,-2.464069,-2.3732219,-5.1861925,-4.1329284,-3.7769904,piano
0.22360931,801.2000073059751,1507.4687757895686,1196.3350736177886,0.02841796875,-216.87299,158.51839,49.0836,32.333466,14.631647,6.6871176,-1.7160345,-2.86586,-11.345579,-6.5745697,-9.087818,-4.048148,-5.827193,-0.7887349,-5.2585864,-6.2897706,-9.768485,-6.6289744,-8.023073,-5.7605634,electric_guitar
0.094973415,2257.54021257192,2743.777804121718,5432.661508413462,0.080517578125,-124.72167,96.65973,23.225225,22.36428,5.6531625,-1.4782407,-7.01952,-0.44597825,-8.305363,0.12407003,-7.2746353,1.8967389,-0.39657423,0.8164769,-4.8750157,-1.7660161,-7.382207,-0.5503381,0.15874214,6.822843,piano
0.29803902,2065.8775176843506,2096.371579793853,4192.100548377404,0.1048264723557692,0.7386505,105.271774,-32.76456,47.46823,8.004131,16.2492,7.785467,2.4728935,4.608465,2.3021536,0.93459284,3.9882596,-1.3293998,-2.7415907,-2.3228738,-1.3089721,-8.603318,-0.78913456,-2.1169937,0.27877674,electric_guitar
0.081970975,887.1660170337371,1337.2244267999197,1417.7957857572114,0.0388371394230769,-311.14807,168.43686,10.946396,19.501844,22.52183,-3.545632,-13.301662,-12.678767,-9.325322,0.13523489,-4.488201,-6.43507,-4.7935457,15.175307,19.436443,-7.1496987,-14.547167,4.9570737,-1.4885639,-12.281816,electric_guitar
0.048059,989.064756070956,1200.3981954914325,1673.3783428485576,0.0562387319711538,-339.22134,166.64801,-8.09177,3.1972182,11.321293,-8.025508,-4.41379,1.0067558,-0.9030878,-2.510717,1.158465,12.99242,11.262106,4.98786,-0.15246324,-4.90876,-8.175143,-5.9045596,-0.93848693,-4.9702992,piano
0.029323136,685.9675526579562,678.8681059507951,1012.5574669471154,0.054296875,-420.59528,211.95992,15.248858,-17.755894,2.7249198,-7.454777,-11.679725,-5.186325,-5.77359,-9.687299,-11.049136,-6.1281853,-1.9332777,-3.9265878,-7.020027,-5.5797296,-2.3851771,-4.6792526,-10.125922,-5.670811,piano
0.11414997,1154.4203332014042,1493.8709764300052,2490.563401442308,0.0426382211538461,-195.6664,153.65031,-24.125738,52.29175,-3.5933979,12.343771,-3.8064632,-1.0924319,-1.7716321,-0.8799265,-3.0039494,-6.982732,-3.3197458,-6.4796247,-8.168498,-4.6997213,-0.690162,-3.045567,-3.0290005,-4.395364,electric_guitar
